"Date","Dernier","Ouv."," Plus Haut","Plus Bas","Vol.","Variation %"
"09/12/2013","4.214,51","4.201,54","4.219,76","4.199,60","","0,31%"
"06/12/2013","4.201,42","4.168,02","4.202,45","4.159,71","","0,87%"
"05/12/2013","4.165,37","4.184,90","4.185,32","4.165,09","","-0,36%"
"04/12/2013","4.180,56","4.201,58","4.202,51","4.167,07","","-0,52%"
"03/12/2013","4.202,26","4.221,31","4.224,32","4.194,48","","-0,49%"
"02/12/2013","4.222,99","4.238,12","4.241,76","4.218,80","","-0,43%"
"29/11/2013","4.241,28","4.242,25","4.254,18","4.237,24","","-0,02%"
"28/11/2013","4.242,34","4.231,40","4.244,41","4.231,21","","0,25%"
"27/11/2013","4.231,70","4.225,11","4.236,56","4.221,77","","0,19%"
"26/11/2013","4.223,68","4.230,56","4.233,47","4.220,22","","-0,10%"
"25/11/2013","4.228,11","4.229,62","4.236,61","4.227,66","","0,03%"
"22/11/2013","4.226,64","4.212,69","4.229,06","4.209,05","","0,43%"
"21/11/2013","4.208,70","4.190,52","4.210,81","4.179,78","","0,31%"
"20/11/2013","4.195,51","4.209,15","4.220,45","4.183,80","","-0,30%"
"19/11/2013","4.208,24","4.222,95","4.223,58","4.204,53","","-0,39%"
"18/11/2013","4.224,53","4.223,28","4.242,99","4.218,01","","0,09%"
"15/11/2013","4.220,85","4.197,55","4.223,45","4.195,52","","0,54%"
"14/11/2013","4.198,19","4.176,08","4.201,38","4.175,95","","0,71%"
"13/11/2013","4.168,48","4.157,69","4.173,70","4.136,07","","0,22%"
"12/11/2013","4.159,48","4.165,95","4.169,23","4.151,79","","-0,14%"
"11/11/2013","4.165,30","4.153,85","4.167,85","4.153,29","","0,29%"
"08/11/2013","4.153,35","4.138,42","4.155,80","4.116,14","","0,50%"
"07/11/2013","4.132,49","4.180,86","4.181,71","4.132,49","","-1,17%"
"06/11/2013","4.181,61","4.158,19","4.190,44","4.157,06","","0,55%"
"05/11/2013","4.158,56","4.170,22","4.174,00","4.141,47","","-0,27%"
"04/11/2013","4.169,76","4.155,37","4.172,10","4.151,50","","0,37%"
"01/11/2013","4.154,22","4.164,84","4.166,06","4.141,05","","-0,31%"
"31/10/2013","4.167,22","4.183,66","4.186,40","4.162,00","","-0,55%"
"30/10/2013","4.190,43","4.194,44","4.208,65","4.171,82","","-0,15%"
"29/10/2013","4.196,68","4.185,41","4.196,68","4.180,10","","0,26%"
"28/10/2013","4.185,87","4.180,63","4.193,03","4.178,02","","0,14%"
"25/10/2013","4.179,97","4.180,84","4.181,86","4.168,98","","0,00%"
"24/10/2013","4.179,85","4.162,85","4.183,53","4.160,86","","0,39%"
"23/10/2013","4.163,51","4.187,24","4.192,56","4.153,12","","-0,56%"
"22/10/2013","4.186,84","4.156,94","4.196,33","4.155,45","","0,69%"
"21/10/2013","4.157,96","4.152,62","4.161,13","4.152,25","","0,10%"
"18/10/2013","4.153,78","4.122,77","4.153,78","4.122,63","","0,73%"
"17/10/2013","4.123,85","4.083,88","4.124,60","4.083,88","","1,04%"
"16/10/2013","4.081,41","4.052,57","4.085,24","4.046,47","","0,78%"
"15/10/2013","4.049,66","4.056,72","4.068,88","4.049,30","","-0,29%"
"14/10/2013","4.061,57","4.047,69","4.061,57","4.034,48","","0,35%"
"11/10/2013","4.047,47","4.018,17","4.047,47","4.018,17","","0,74%"
"10/10/2013","4.017,75","3.949,45","4.018,79","3.946,35","","1,73%"
"09/10/2013","3.949,56","3.956,90","3.958,17","3.933,56","","-0,21%"
"08/10/2013","3.957,91","3.993,38","3.994,47","3.954,97","","-0,85%"
"07/10/2013","3.991,93","4.018,18","4.018,78","3.983,76","","-0,72%"
"04/10/2013","4.020,78","4.008,96","4.020,78","4.000,08","","0,31%"
"03/10/2013","4.008,48","4.028,56","4.033,85","3.999,29","","-0,53%"
"02/10/2013","4.029,84","4.036,26","4.037,43","4.007,83","","-0,15%"
"01/10/2013","4.035,99","4.007,37","4.038,74","4.006,77","","0,64%"
"30/09/2013","4.010,25","4.038,96","4.039,85","3.997,64","","-0,73%"
"27/09/2013","4.039,59","4.045,86","4.050,18","4.030,58","","-0,11%"
"26/09/2013","4.043,91","4.034,11","4.056,25","4.031,21","","0,26%"
"25/09/2013","4.033,42","4.035,79","4.047,81","4.029,15","","-0,11%"
"24/09/2013","4.037,93","4.040,26","4.051,00","4.029,56","","-0,14%"
"23/09/2013","4.043,58","4.060,12","4.062,53","4.035,55","","-0,34%"
"20/09/2013","4.057,35","4.082,39","4.083,10","4.057,35","","-0,63%"
