"Date","Dernier","Ouv."," Plus Haut","Plus Bas","Vol.","Variation %"
"26/07/2023","9.437,54","9.443,60","9.466,29","9.408,62","","-0,02%"
"25/07/2023","9.439,57","9.410,63","9.460,82","9.408,93","","0,26%"
"24/07/2023","9.414,67","9.392,22","9.424,99","9.382,33","","0,29%"
"21/07/2023","9.387,22","9.391,14","9.417,48","9.377,51","","-0,03%"
"20/07/2023","9.390,28","9.449,48","9.457,75","9.378,59","","-0,60%"
"19/07/2023","9.446,55","9.431,07","9.469,53","9.422,81","","0,18%"
"18/07/2023","9.429,56","9.366,90","9.435,15","9.359,87","","0,68%"
"17/07/2023","9.365,80","9.347,36","9.383,01","9.329,68","","0,13%"
"14/07/2023","9.353,30","9.366,33","9.385,99","9.339,95","","-0,06%"
"13/07/2023","9.358,64","9.261,05","9.373,23","9.259,73","","1,10%"
"12/07/2023","9.257,12","9.160,69","9.278,44","9.158,53","","1,15%"
"11/07/2023","9.151,43","9.093,40","9.161,67","9.091,77","","0,75%"
"10/07/2023","9.082,90","9.064,23","9.091,37","9.049,63","","0,23%"
"07/07/2023","9.061,62","9.062,54","9.126,12","9.047,99","","0,00%"
"06/07/2023","9.061,88","9.167,45","9.167,88","9.018,00","","-1,22%"
"05/07/2023","9.173,67","9.201,37","9.204,42","9.157,28","","-0,36%"
"04/07/2023","9.206,96","9.204,76","9.209,48","9.200,24","","-0,01%"
"03/07/2023","9.207,70","9.193,66","9.208,95","9.190,38","","0,18%"
"30/06/2023","9.190,78","9.083,66","9.203,19","9.078,37","","1,12%"
"29/06/2023","9.088,83","9.065,27","9.088,83","9.046,81","","0,32%"
"28/06/2023","9.059,39","9.052,65","9.083,15","9.035,55","","0,13%"
"27/06/2023","9.047,85","8.966,74","9.058,89","8.962,01","","0,91%"
"26/06/2023","8.966,44","8.992,63","9.017,77","8.965,42","","-0,25%"
"23/06/2023","8.989,26","9.078,59","9.078,76","8.981,27","","-0,96%"
"22/06/2023","9.076,03","9.075,30","9.077,80","9.032,50","","0,10%"
"21/06/2023","9.067,20","9.104,47","9.108,75","9.055,00","","-0,40%"
"20/06/2023","9.103,28","9.148,59","9.152,72","9.071,10","","-0,53%"
"19/06/2023","9.151,48","9.175,61","9.175,61","9.149,05","","-0,24%"
"16/06/2023","9.173,71","9.192,82","9.236,21","9.170,97","","-0,14%"
"15/06/2023","9.186,27","9.095,48","9.211,94","9.079,06","","0,92%"
"14/06/2023","9.102,13","9.070,88","9.130,51","9.036,64","","0,35%"
"13/06/2023","9.070,31","9.001,77","9.079,87","9.000,83","","0,82%"
"12/06/2023","8.996,64","8.933,90","8.999,73","8.930,85","","0,71%"
"09/06/2023","8.933,40","8.927,56","8.972,14","8.919,91","","0,12%"
"08/06/2023","8.922,34","8.871,94","8.929,78","8.865,67","","0,55%"
"07/06/2023","8.873,32","8.914,13","8.936,49","8.862,74","","-0,39%"
"06/06/2023","8.908,34","8.881,69","8.916,17","8.868,60","","0,27%"
"05/06/2023","8.884,22","8.891,98","8.923,10","8.875,93","","-0,11%"
"02/06/2023","8.893,63","8.773,81","8.900,87","8.773,81","","1,48%"
"01/06/2023","8.764,08","8.676,30","8.787,73","8.675,44","","1,12%"
"31/05/2023","8.666,64","8.738,82","8.738,95","8.644,57","","-0,88%"
"30/05/2023","8.743,20","8.754,08","8.796,54","8.720,96","","-0,15%"
"29/05/2023","8.756,69","8.755,54","8.766,58","8.755,00","","0,09%"
"26/05/2023","8.748,86","8.651,01","8.763,32","8.650,64","","1,12%"
"25/05/2023","8.652,35","8.621,72","8.671,43","8.609,03","","0,29%"
"24/05/2023","8.627,14","8.709,80","8.712,51","8.607,92","","-0,99%"
"23/05/2023","8.713,75","8.806,47","8.810,09","8.709,37","","-1,01%"
"22/05/2023","8.802,29","8.799,24","8.826,40","8.785,86","","0,12%"
"19/05/2023","8.791,35","8.786,54","8.828,55","8.782,94","","0,10%"
"18/05/2023","8.782,86","8.727,98","8.789,21","8.719,46","","0,70%"
"17/05/2023","8.721,63","8.662,87","8.734,13","8.647,91","","0,67%"
"16/05/2023","8.663,26","8.721,32","8.725,89","8.661,77","","-0,60%"
"15/05/2023","8.715,67","8.681,16","8.725,47","8.673,08","","0,38%"
"12/05/2023","8.682,94","8.696,86","8.719,47","8.642,33","","-0,17%"
"11/05/2023","8.697,99","8.721,36","8.724,38","8.656,91","","-0,25%"
"10/05/2023","8.719,46","8.697,07","8.749,65","8.661,48","","0,27%"
"09/05/2023","8.696,39","8.730,03","8.736,81","8.683,58","","-0,41%"
"08/05/2023","8.732,42","8.716,08","8.736,55","8.710,64","","0,20%"
"05/05/2023","8.714,85","8.585,27","8.735,33","8.583,49","","1,55%"
"04/05/2023","8.581,70","8.637,88","8.643,50","8.565,72","","-0,59%"
"03/05/2023","8.632,77","8.657,64","8.717,01","8.632,63","","-0,24%"
"02/05/2023","8.653,21","8.743,82","8.752,74","8.610,03","","-1,07%"
"01/05/2023","8.746,85","8.752,94","8.771,64","8.737,77","","-0,08%"
"28/04/2023","8.754,03","8.699,99","8.754,03","8.675,30","","0,74%"
"27/04/2023","8.690,03","8.576,20","8.699,44","8.572,54","","1,31%"
"26/04/2023","8.577,88","8.605,35","8.627,67","8.565,15","","-0,34%"
"25/04/2023","8.607,54","8.729,51","8.732,41","8.607,34","","-1,31%"
"24/04/2023","8.721,65","8.714,04","8.730,68","8.683,39","","0,16%"
"21/04/2023","8.707,88","8.701,17","8.718,74","8.673,48","","0,02%"
"20/04/2023","8.706,01","8.733,01","8.740,63","8.679,22","","-0,38%"
"19/04/2023","8.738,80","8.748,12","8.749,93","8.709,06","","-0,09%"
"18/04/2023","8.746,49","8.723,45","8.770,18","8.722,14","","0,31%"
"17/04/2023","8.719,73","8.710,28","8.723,25","8.679,69","","0,05%"
"14/04/2023","8.715,01","8.728,40","8.762,73","8.672,39","","-0,12%"
"13/04/2023","8.725,22","8.622,59","8.732,04","8.620,12","","1,22%"
"12/04/2023","8.620,26","8.627,78","8.691,05","8.615,55","","-0,05%"
"11/04/2023","8.624,38","8.602,33","8.646,22","8.602,33","","0,39%"
"10/04/2023","8.590,85","8.603,62","8.604,08","8.537,77","","-0,15%"
"07/04/2023","8.603,45","8.603,31","8.605,61","8.602,30","","0,01%"
"06/04/2023","8.602,58","8.577,65","8.606,85","8.542,41","","0,24%"
"05/04/2023","8.582,31","8.617,05","8.618,10","8.553,00","","-0,44%"
"04/04/2023","8.620,46","8.644,50","8.671,54","8.598,03","","-0,24%"
"03/04/2023","8.641,18","8.595,46","8.650,74","8.593,64","","0,44%"
"31/03/2023","8.603,22","8.504,50","8.603,43","8.503,32","","1,15%"
"30/03/2023","8.505,14","8.441,59","8.515,62","8.436,01","","0,82%"
"29/03/2023","8.436,00","8.330,60","8.440,40","8.328,94","","1,28%"
"28/03/2023","8.329,06","8.332,30","8.347,83","8.303,59","","0,09%"
"27/03/2023","8.321,67","8.294,84","8.363,01","8.288,67","","0,37%"
"24/03/2023","8.290,98","8.294,33","8.297,97","8.194,53","","-0,15%"
"23/03/2023","8.303,59","8.282,80","8.393,35","8.253,99","","0,41%"
"22/03/2023","8.269,75","8.350,54","8.445,93","8.269,75","","-0,94%"
"21/03/2023","8.348,34","8.247,10","8.357,96","8.242,66","","1,26%"
"20/03/2023","8.244,72","8.181,24","8.256,67","8.139,77","","0,83%"
"17/03/2023","8.176,57","8.241,87","8.277,82","8.147,88","","-0,81%"
"16/03/2023","8.243,46","8.116,10","8.248,25","8.080,78","","1,52%"
"15/03/2023","8.119,73","8.232,19","8.243,30","8.040,05","","-1,34%"
"14/03/2023","8.230,01","8.132,47","8.259,77","8.102,95","","1,18%"
"13/03/2023","8.134,42","8.166,68","8.213,20","8.053,48","","-0,52%"
"10/03/2023","8.176,68","8.280,40","8.280,50","8.143,11","","-1,25%"
"09/03/2023","8.280,22","8.379,03","8.434,04","8.267,24","","-1,22%"
"08/03/2023","8.382,07","8.371,89","8.402,20","8.346,39","","0,03%"
"07/03/2023","8.379,78","8.502,50","8.509,08","8.362,94","","-1,44%"
"06/03/2023","8.502,15","8.493,07","8.550,07","8.490,00","","0,25%"
"03/03/2023","8.481,33","8.362,13","8.496,15","8.362,13","","1,41%"
"02/03/2023","8.363,18","8.322,87","8.376,48","8.272,91","","0,50%"
"01/03/2023","8.321,78","8.338,64","8.369,89","8.300,60","","-0,28%"
"28/02/2023","8.345,35","8.368,98","8.383,91","8.336,95","","-0,25%"
"27/02/2023","8.366,56","8.319,79","8.424,28","8.316,69","","0,56%"
"24/02/2023","8.320,34","8.414,08","8.422,86","8.280,63","","-1,11%"
"23/02/2023","8.413,87","8.387,99","8.448,56","8.345,80","","0,26%"
"22/02/2023","8.392,45","8.409,97","8.430,55","8.367,03","","-0,34%"
"21/02/2023","8.421,17","8.549,44","8.551,32","8.410,07","","-1,54%"
"20/02/2023","8.552,82","8.548,19","8.559,22","8.544,05","","0,12%"
"17/02/2023","8.542,29","8.574,26","8.574,26","8.493,03","","-0,38%"
"16/02/2023","8.574,54","8.658,92","8.679,08","8.564,28","","-0,87%"
"15/02/2023","8.649,71","8.642,08","8.654,87","8.578,46","","0,12%"
"14/02/2023","8.639,75","8.634,70","8.692,56","8.576,37","","0,10%"
"13/02/2023","8.631,37","8.549,48","8.637,73","8.535,87","","0,95%"
"10/02/2023","8.550,52","8.559,06","8.565,70","8.505,14","","-0,22%"
"09/02/2023","8.569,62","8.602,54","8.691,14","8.542,54","","-0,40%"
"08/02/2023","8.604,08","8.672,01","8.691,72","8.593,67","","-0,66%"
"07/02/2023","8.660,83","8.582,13","8.687,04","8.548,91","","0,96%"
"06/02/2023","8.578,13","8.645,60","8.651,64","8.548,13","","-0,96%"
"03/02/2023","8.661,13","8.734,88","8.745,69","8.632,31","","-0,95%"
"02/02/2023","8.744,05","8.641,14","8.763,27","8.640,24","","1,35%"
"01/02/2023","8.627,51","8.556,98","8.685,71","8.496,88","","0,90%"
"31/01/2023","8.550,90","8.467,11","8.554,39","8.438,75","","0,93%"
"30/01/2023","8.471,97","8.557,65","8.560,24","8.462,45","","-0,95%"
"27/01/2023","8.552,98","8.536,73","8.592,30","8.514,98","","0,30%"
"26/01/2023","8.527,58","8.471,53","8.536,48","8.456,99","","0,76%"
"25/01/2023","8.463,19","8.461,87","8.473,27","8.354,59","","0,03%"
"24/01/2023","8.460,62","8.458,58","8.479,52","8.408,13","","0,04%"
"23/01/2023","8.457,44","8.378,91","8.484,55","8.372,85","","1,09%"
"20/01/2023","8.366,39","8.249,79","8.373,46","8.244,34","","1,49%"
"19/01/2023","8.243,27","8.317,88","8.319,38","8.224,50","","-1,03%"
"18/01/2023","8.329,34","8.397,53","8.464,34","8.314,06","","-0,84%"
"17/01/2023","8.399,65","8.400,94","8.437,49","8.384,78","","0,02%"
"16/01/2023","8.397,90","8.397,63","8.407,77","8.385,38","","0,01%"
"13/01/2023","8.397,35","8.358,85","8.404,16","8.310,37","","0,58%"
"12/01/2023","8.349,24","8.297,82","8.382,37","8.258,65","","0,72%"
"11/01/2023","8.289,33","8.200,37","8.291,48","8.200,10","","1,11%"
"10/01/2023","8.198,54","8.170,65","8.200,22","8.133,71","","0,30%"
"09/01/2023","8.173,89","8.146,33","8.261,27","8.143,55","","0,52%"
"06/01/2023","8.131,84","7.967,35","8.156,02","7.958,44","","2,12%"
"05/01/2023","7.962,74","8.052,77","8.060,72","7.956,66","","-1,12%"
"04/01/2023","8.052,99","7.977,83","8.084,46","7.972,84","","0,90%"
"03/01/2023","7.980,87","8.004,65","8.079,90","7.935,86","","-0,24%"
"02/01/2023","8.000,08","7.991,52","8.005,53","7.991,52","","0,18%"
"30/12/2022","7.985,86","8.018,40","8.020,52","7.939,08","","-0,35%"
"29/12/2022","8.014,16","7.897,57","8.030,07","7.887,36","","1,45%"
"28/12/2022","7.899,52","7.975,55","8.013,66","7.894,58","","-0,99%"
"27/12/2022","7.978,60","8.000,57","8.010,10","7.952,29","","-0,17%"
"26/12/2022","7.992,22","7.992,83","7.995,73","7.991,40","","0,01%"
"23/12/2022","7.991,33","7.960,19","7.992,32","7.914,81","","0,39%"
"22/12/2022","7.960,63","8.054,58","8.078,81","7.872,39","","-1,20%"
"21/12/2022","8.057,49","7.952,40","8.073,17","7.944,77","","1,32%"
"20/12/2022","7.952,52","7.936,55","7.979,97","7.905,15","","0,27%"
"19/12/2022","7.930,98","7.993,22","8.007,23","7.910,39","","-0,77%"
"16/12/2022","7.992,60","8.077,73","8.086,43","7.958,51","","-1,17%"
"15/12/2022","8.087,09","8.297,53","8.298,22","8.053,81","","-2,52%"
"14/12/2022","8.296,39","8.322,98","8.383,48","8.245,20","","-0,36%"
"13/12/2022","8.326,77","8.231,24","8.466,81","8.231,15","","1,19%"
"12/12/2022","8.228,59","8.162,89","8.230,90","8.147,10","","0,78%"
"09/12/2022","8.165,07","8.188,99","8.233,26","8.160,69","","-0,28%"
"08/12/2022","8.187,63","8.138,30","8.208,25","8.127,20","","0,61%"
"07/12/2022","8.138,20","8.150,05","8.181,11","8.123,45","","-0,29%"
"06/12/2022","8.161,71","8.256,59","8.262,64","8.120,42","","-1,26%"
"05/12/2022","8.266,14","8.394,58","8.403,84","8.233,59","","-1,34%"
"02/12/2022","8.378,63","8.408,20","8.411,11","8.310,91","","-0,29%"
"01/12/2022","8.402,94","8.368,17","8.445,01","8.359,98","","0,75%"
"30/11/2022","8.340,04","8.155,63","8.367,14","8.136,41","","2,18%"
"29/11/2022","8.162,26","8.165,32","8.200,01","8.130,26","","-0,19%"
"28/11/2022","8.177,76","8.280,42","8.283,78","8.153,81","","-1,30%"
"25/11/2022","8.285,67","8.290,45","8.298,09","8.267,04","","-0,08%"
"24/11/2022","8.292,64","8.269,61","8.295,45","8.269,58","","0,33%"
"23/11/2022","8.265,72","8.204,84","8.279,80","8.201,00","","0,82%"
"22/11/2022","8.198,33","8.093,16","8.204,05","8.093,16","","1,33%"
"21/11/2022","8.090,87","8.139,94","8.142,78","8.065,52","","-0,68%"
"18/11/2022","8.146,52","8.104,51","8.168,27","8.097,30","","0,63%"
"17/11/2022","8.095,56","8.138,46","8.150,65","8.034,68","","-0,56%"
"16/11/2022","8.140,81","8.200,21","8.209,78","8.131,79","","-0,76%"
"15/11/2022","8.203,13","8.128,34","8.261,17","8.125,92","","0,92%"
"14/11/2022","8.128,13","8.187,90","8.210,88","8.128,13","","-0,74%"
"11/11/2022","8.188,69","8.077,68","8.210,23","8.075,92","","1,43%"
"10/11/2022","8.073,60","7.680,22","8.084,96","7.661,36","","5,06%"
"09/11/2022","7.684,60","7.823,95","7.823,95","7.673,43","","-1,76%"
"08/11/2022","7.821,93","7.759,74","7.872,37","7.755,15","","0,84%"
"07/11/2022","7.756,76","7.680,43","7.772,07","7.678,12","","1,06%"
"04/11/2022","7.675,38","7.553,19","7.732,06","7.545,16","","1,60%"
"03/11/2022","7.554,15","7.637,31","7.640,00","7.509,18","","-1,27%"
"02/11/2022","7.651,25","7.794,33","7.867,94","7.638,81","","-1,83%"
"01/11/2022","7.793,86","7.797,20","7.899,36","7.774,19","","-0,05%"
"31/10/2022","7.797,85","7.838,09","7.849,23","7.783,54","","-0,51%"
"28/10/2022","7.838,18","7.714,61","7.845,89","7.689,26","","1,49%"
"27/10/2022","7.723,08","7.766,76","7.810,80","7.712,08","","-0,48%"
"26/10/2022","7.759,95","7.764,37","7.846,23","7.727,10","","-0,07%"
"25/10/2022","7.765,47","7.631,13","7.772,16","7.629,69","","1,79%"
"24/10/2022","7.629,20","7.552,15","7.647,74","7.535,74","","1,24%"
"21/10/2022","7.535,40","7.419,96","7.564,21","7.363,11","","1,37%"
"20/10/2022","7.433,83","7.455,98","7.537,40","7.404,03","","-0,41%"
"19/10/2022","7.464,06","7.523,38","7.527,38","7.417,18","","-0,75%"
"18/10/2022","7.520,83","7.441,39","7.596,65","7.441,29","","1,07%"
"17/10/2022","7.441,12","7.267,75","7.459,97","7.259,35","","2,32%"
"14/10/2022","7.272,23","7.397,16","7.489,69","7.261,54","","-1,45%"
"13/10/2022","7.379,32","7.244,92","7.416,79","7.083,41","","1,87%"
"12/10/2022","7.244,11","7.268,08","7.286,19","7.233,10","","-0,36%"
"11/10/2022","7.270,32","7.331,29","7.360,03","7.228,43","","-0,81%"
"10/10/2022","7.329,39","7.386,68","7.397,11","7.292,06","","-0,91%"
"07/10/2022","7.397,00","7.575,67","7.576,40","7.359,73","","-2,45%"
"06/10/2022","7.582,49","7.656,87","7.671,74","7.567,32","","-0,85%"
"05/10/2022","7.647,63","7.690,63","7.700,23","7.551,95","","-0,46%"
"04/10/2022","7.682,89","7.435,49","7.691,92","7.435,49","","3,37%"
"03/10/2022","7.432,32","7.273,92","7.461,96","7.257,67","","2,16%"
"30/09/2022","7.275,38","7.354,90","7.405,60","7.271,54","","-0,94%"
"29/09/2022","7.344,57","7.468,21","7.473,50","7.299,23","","-1,47%"
"28/09/2022","7.454,14","7.341,20","7.495,09","7.301,47","","1,46%"
"27/09/2022","7.347,08","7.358,30","7.463,71","7.305,15","","-0,19%"
"26/09/2022","7.360,74","7.446,24","7.466,85","7.336,36","","-1,23%"
"23/09/2022","7.452,60","7.611,23","7.611,99","7.380,28","","-2,04%"
"22/09/2022","7.607,91","7.677,39","7.698,87","7.595,72","","-1,08%"
"21/09/2022","7.690,93","7.797,91","7.868,31","7.684,20","","-1,46%"
"20/09/2022","7.804,66","7.893,77","7.908,06","7.759,85","","-1,03%"
"19/09/2022","7.885,66","7.852,37","7.890,00","7.781,75","","0,44%"
"16/09/2022","7.851,14","7.913,70","7.917,87","7.793,28","","-0,87%"
"15/09/2022","7.920,42","7.994,56","8.015,96","7.898,88","","-0,98%"
"14/09/2022","7.998,67","7.991,82","8.022,11","7.942,49","","-0,05%"
"13/09/2022","8.002,61","8.305,31","8.326,50","7.977,58","","-3,66%"
"12/09/2022","8.306,50","8.204,13","8.319,87","8.201,85","","1,35%"
"09/09/2022","8.196,17","8.061,91","8.210,39","8.061,56","","1,78%"
"08/09/2022","8.052,99","7.998,27","8.060,97","7.939,91","","0,86%"
"07/09/2022","7.984,69","7.890,12","8.007,79","7.862,14","","1,13%"
"06/09/2022","7.895,46","7.936,37","7.952,02","7.851,91","","-0,45%"
"05/09/2022","7.930,91","7.937,87","7.942,32","7.911,52","","-0,32%"
"02/09/2022","7.956,59","7.975,40","8.089,37","7.918,12","","-0,19%"
"01/09/2022","7.971,57","8.008,89","8.008,89","7.876,17","","-0,62%"
"31/08/2022","8.021,01","8.074,87","8.117,28","8.015,94","","-0,67%"
"30/08/2022","8.075,08","8.153,91","8.186,99","8.047,14","","-0,87%"
"29/08/2022","8.145,87","8.201,98","8.202,83","8.127,24","","-0,96%"
"26/08/2022","8.224,44","8.451,23","8.465,50","8.214,21","","-2,67%"
"25/08/2022","8.449,67","8.346,42","8.451,74","8.345,02","","1,19%"
"24/08/2022","8.350,10","8.327,05","8.371,37","8.303,80","","0,21%"
"23/08/2022","8.332,70","8.342,44","8.387,36","8.321,61","","-0,21%"
"22/08/2022","8.350,07","8.503,77","8.507,52","8.333,76","","-1,84%"
"19/08/2022","8.506,83","8.617,34","8.617,79","8.493,80","","-1,37%"
"18/08/2022","8.624,81","8.612,37","8.629,86","8.590,50","","0,15%"
"17/08/2022","8.612,21","8.679,89","8.689,56","8.581,18","","-0,74%"
"16/08/2022","8.676,79","8.665,46","8.707,07","8.631,69","","0,07%"
"15/08/2022","8.670,60","8.650,80","8.670,95","8.613,98","","0,28%"
"12/08/2022","8.646,01","8.542,37","8.650,95","8.540,19","","1,16%"
"11/08/2022","8.546,52","8.538,02","8.630,52","8.531,09","","-0,01%"
"10/08/2022","8.547,32","8.361,53","8.547,32","8.353,48","","2,18%"
"09/08/2022","8.364,96","8.406,33","8.407,69","8.345,10","","-0,54%"
"08/08/2022","8.410,75","8.389,37","8.485,27","8.386,51","","0,25%"
"05/08/2022","8.390,13","8.425,15","8.428,82","8.332,00","","-0,34%"
"04/08/2022","8.418,83","8.406,52","8.437,58","8.387,90","","0,25%"
"03/08/2022","8.398,25","8.301,25","8.424,38","8.296,76","","0,99%"
"02/08/2022","8.315,99","8.375,05","8.385,50","8.293,04","","-0,76%"
"01/08/2022","8.379,85","8.374,43","8.421,56","8.338,87","","0,11%"
"29/07/2022","8.370,99","8.267,60","8.387,21","8.266,32","","1,36%"
"28/07/2022","8.258,74","8.174,26","8.271,67","8.130,48","","1,31%"
"27/07/2022","8.152,23","7.994,74","8.194,79","7.993,75","","1,93%"
"26/07/2022","7.998,01","8.083,04","8.087,25","7.980,44","","-1,01%"
"25/07/2022","8.079,43","8.065,56","8.092,67","8.047,04","","0,02%"
"22/07/2022","8.078,02","8.124,36","8.165,52","8.037,23","","-0,49%"
"21/07/2022","8.117,64","8.049,39","8.125,09","8.001,51","","0,76%"
"20/07/2022","8.056,65","8.010,27","8.075,32","7.991,50","","0,59%"
"19/07/2022","8.009,06","7.816,92","8.009,06","7.810,59","","2,36%"
"18/07/2022","7.824,07","7.832,09","7.924,82","7.797,60","","-0,03%"
"15/07/2022","7.826,80","7.689,02","7.828,52","7.681,28","","1,89%"
"14/07/2022","7.681,39","7.736,75","7.743,73","7.573,99","","-0,93%"
"13/07/2022","7.753,28","7.779,56","7.788,48","7.668,09","","-0,37%"
"12/07/2022","7.782,17","7.833,47","7.856,96","7.755,23","","-0,70%"
"11/07/2022","7.837,40","7.934,86","7.938,14","7.822,58","","-1,20%"
"08/07/2022","7.932,66","7.930,90","7.962,41","7.870,14","","0,06%"
"07/07/2022","7.927,53","7.804,55","7.937,53","7.802,82","","1,61%"
"06/07/2022","7.802,27","7.782,70","7.839,00","7.748,02","","0,29%"
"05/07/2022","7.780,09","7.825,89","7.832,88","7.652,52","","-0,53%"
"04/07/2022","7.821,59","7.810,94","7.833,89","7.809,19","","0,31%"
"01/07/2022","7.797,24","7.760,44","7.810,47","7.687,04","","0,54%"
"30/06/2022","7.755,25","7.836,48","7.836,48","7.672,60","","-1,09%"
"29/06/2022","7.840,68","7.866,75","7.872,26","7.808,25","","-0,36%"
"28/06/2022","7.869,03","7.983,49","8.061,34","7.868,17","","-1,48%"
"27/06/2022","7.987,60","7.982,80","8.026,06","7.961,10","","0,14%"
"24/06/2022","7.976,09","7.756,91","7.978,66","7.752,49","","2,76%"
"23/06/2022","7.761,55","7.717,73","7.768,69","7.679,41","","0,47%"
"22/06/2022","7.725,32","7.742,09","7.783,42","7.650,69","","-0,24%"
"21/06/2022","7.743,83","7.598,38","7.767,62","7.598,16","","1,94%"
"20/06/2022","7.596,15","7.576,80","7.596,15","7.568,17","","0,37%"
"17/06/2022","7.567,96","7.588,62","7.634,58","7.511,62","","-0,19%"
"16/06/2022","7.582,31","7.801,86","7.809,85","7.558,13","","-2,58%"
"15/06/2022","7.782,97","7.686,87","7.865,54","7.679,83","","1,22%"
"14/06/2022","7.689,06","7.737,87","7.773,13","7.637,57","","-0,74%"
"13/06/2022","7.746,06","8.028,38","8.028,61","7.719,55","","-3,66%"
"10/06/2022","8.040,19","8.272,01","8.274,81","8.034,74","","-2,94%"
"09/06/2022","8.283,96","8.463,32","8.467,93","8.275,35","","-2,20%"
"08/06/2022","8.470,35","8.538,70","8.542,76","8.452,60","","-0,78%"
"07/06/2022","8.537,16","8.481,44","8.543,45","8.402,39","","0,56%"
"06/06/2022","8.489,65","8.451,72","8.563,32","8.450,63","","0,39%"
"03/06/2022","8.456,70","8.572,47","8.579,45","8.442,07","","-1,24%"
"02/06/2022","8.562,56","8.423,38","8.569,14","8.404,40","","1,58%"
"01/06/2022","8.429,15","8.493,77","8.555,48","8.383,52","","-0,73%"
"31/05/2022","8.490,73","8.559,44","8.561,47","8.449,69","","-0,84%"
"30/05/2022","8.562,45","8.532,46","8.564,37","8.532,30","","0,44%"
"27/05/2022","8.525,01","8.354,69","8.528,73","8.354,69","","2,15%"
"26/05/2022","8.345,95","8.216,57","8.370,85","8.208,82","","1,63%"
"25/05/2022","8.212,12","8.153,93","8.246,09","8.127,71","","0,74%"
"24/05/2022","8.152,17","8.218,58","8.218,76","8.059,11","","-0,80%"
"23/05/2022","8.217,85","8.083,11","8.230,54","8.082,86","","1,77%"
"20/05/2022","8.075,14","8.059,14","8.151,21","7.940,30","","0,17%"
"19/05/2022","8.061,64","8.091,68","8.127,33","8.005,32","","-0,48%"
"18/05/2022","8.100,79","8.353,60","8.362,41","8.077,16","","-2,97%"
"17/05/2022","8.348,34","8.196,67","8.351,20","8.195,50","","1,97%"
"16/05/2022","8.187,05","8.216,35","8.249,33","8.150,91","","-0,26%"
"13/05/2022","8.208,68","8.015,21","8.233,70","8.014,68","","2,35%"
"12/05/2022","8.020,55","8.046,21","8.078,33","7.907,56","","-0,45%"
"11/05/2022","8.057,21","8.125,73","8.230,81","8.040,37","","-0,91%"
"10/05/2022","8.131,25","8.113,99","8.250,04","8.063,71","","0,21%"
"09/05/2022","8.114,47","8.373,70","8.373,72","8.095,60","","-3,26%"
"06/05/2022","8.387,90","8.452,11","8.452,45","8.295,79","","-0,77%"
"05/05/2022","8.452,81","8.717,46","8.738,60","8.391,40","","-2,79%"
"04/05/2022","8.695,40","8.528,13","8.726,11","8.471,05","","1,95%"
"03/05/2022","8.529,45","8.487,78","8.563,82","8.484,11","","0,49%"
"02/05/2022","8.488,02","8.477,30","8.513,76","8.348,89","","0,04%"
"29/04/2022","8.484,31","8.686,01","8.720,75","8.470,84","","-2,29%"
"28/04/2022","8.683,54","8.523,96","8.716,50","8.518,48","","1,94%"
"27/04/2022","8.518,57","8.520,39","8.606,42","8.480,16","","-0,12%"
"26/04/2022","8.528,47","8.732,29","8.743,71","8.523,93","","-2,31%"
"25/04/2022","8.730,08","8.742,26","8.742,26","8.595,11","","-0,16%"
"22/04/2022","8.744,06","8.969,14","8.969,14","8.739,50","","-2,61%"
"21/04/2022","8.978,66","9.079,74","9.177,93","8.961,81","","-1,15%"
"20/04/2022","9.083,06","9.057,13","9.130,34","9.056,08","","0,33%"
"19/04/2022","9.052,85","8.960,17","9.064,53","8.936,66","","1,05%"
"18/04/2022","8.959,04","8.972,10","8.985,75","8.924,88","","-0,19%"
"15/04/2022","8.975,77","8.978,44","8.980,04","8.973,43","","-0,03%"
"14/04/2022","8.978,71","9.065,22","9.087,12","8.978,71","","-0,82%"
"13/04/2022","9.052,58","8.968,04","9.070,98","8.954,87","","0,86%"
"12/04/2022","8.975,09","9.007,60","9.089,12","8.946,51","","-0,42%"
"11/04/2022","9.013,00","9.133,91","9.135,32","9.004,52","","-1,31%"
"08/04/2022","9.132,72","9.135,39","9.183,73","9.099,16","","-0,05%"
"07/04/2022","9.137,53","9.121,16","9.163,84","9.057,46","","0,08%"
"06/04/2022","9.130,46","9.229,83","9.229,83","9.075,49","","-1,22%"
"05/04/2022","9.242,83","9.338,01","9.356,54","9.218,43","","-1,03%"
"04/04/2022","9.339,05","9.267,34","9.339,05","9.265,52","","0,80%"
"01/04/2022","9.265,20","9.244,29","9.270,49","9.209,93","","0,13%"
"31/03/2022","9.252,98","9.378,43","9.384,20","9.242,77","","-1,40%"
"30/03/2022","9.384,40","9.421,39","9.431,49","9.351,33","","-0,39%"
"29/03/2022","9.421,17","9.274,06","9.427,86","9.274,06","","1,61%"
"28/03/2022","9.272,14","9.233,35","9.275,13","9.191,41","","0,41%"
"25/03/2022","9.233,98","9.209,66","9.251,76","9.173,56","","0,26%"
"24/03/2022","9.210,16","9.118,21","9.210,16","9.111,93","","0,96%"
"23/03/2022","9.122,37","9.205,01","9.224,10","9.122,02","","-0,90%"
"22/03/2022","9.205,47","9.110,38","9.220,86","9.103,80","","1,01%"
"21/03/2022","9.113,53","9.115,70","9.146,98","9.052,27","","-0,01%"
